"KIC","KOI","KepName","Period","T0","T14","ld1","ld2","R_star","rad_up","rad_down","mass","mass_up","mass_down"
8644288,137.02,"Kepler-18 d",14.85890852,128.154869,0.146883333333333,0.186,0.5256,1.055,0.065,-0.072,0.882,0.056,-0.025
11669239,542.02,"Kepler-180 b",13.81733587,135.03413,0.177541666666667,0.2711,0.3858,1.028,0.279,-0.186,0.875,0.13,-0.08
11669239,542.01,"Kepler-180 c",41.8854433,178.6919,0.281791666666667,0.2711,0.3858,1.028,0.279,-0.186,0.875,0.13,-0.08
11823054,543.02,"Kepler-181 b",3.137845914,133.55689,0.079583333333333,0.1451,0.582,0.857,0.041,-0.066,0.807,0.052,-0.028
11823054,543.01,"Kepler-181 c",4.302139338,173.438922,0.0845375,0.1451,0.582,0.857,0.041,-0.066,0.807,0.052,-0.028
12058931,546.02,"Kepler-182 b",9.82578495,131.42495,0.218741666666667,0.3024,0.3288,1.092,0.365,-0.122,1.18,0.158,-0.158
12058931,546.01,"Kepler-182 c",20.68420772,170.19034,0.268395833333333,0.3024,0.3288,1.092,0.365,-0.122,1.18,0.158,-0.158
4270253,551.02,"Kepler-183 b",5.68798675,133.95607,0.094508333333333,0.2291,0.4603,1.198,0.186,-0.204,0.945,0.073,-0.046
4270253,551.01,"Kepler-183 c",11.6370303,178.84448,0.13905,0.2291,0.4603,1.198,0.186,-0.204,0.945,0.073,-0.046
7445445,567.01,"Kepler-184 b",10.68758211,169.93115,0.140883333333333,0.2787,0.3728,0.848,0.221,-0.095,0.877,0.1,-0.09
7445445,567.02,"Kepler-184 c",20.30303506,176.8028,0.187658333333333,0.2787,0.3728,0.848,0.221,-0.095,0.877,0.1,-0.09
7445445,567.03,"Kepler-184 d",29.02235217,198.37025,0.1677625,0.2787,0.3728,0.848,0.221,-0.095,0.877,0.1,-0.09
8008206,569.02,"Kepler-185 b",1.632916419,134.54956,0.064995833333333,0.1451,0.582,0.803,0.037,-0.041,0.811,0.042,-0.033
8008206,569.01,"Kepler-185 c",20.72904234,185.43113,0.116941666666667,0.1451,0.582,0.803,0.037,-0.041,0.811,0.042,-0.033
8120608,571.03,"Kepler-186 b",3.886795001,133.32959,0.073225,0.4418,0.2405,0.443,0.04,-0.053,0.452,0.038,-0.05
8120608,571.01,"Kepler-186 c",7.26731094,174.31292,0.094545833333333,0.4418,0.2405,0.443,0.04,-0.053,0.452,0.038,-0.05
8120608,571.02,"Kepler-186 d",13.3430025,176.90387,0.1141625,0.4418,0.2405,0.443,0.04,-0.053,0.452,0.038,-0.05
8120608,571.04,"Kepler-186 e",22.40777833,153.79858,0.137004166666667,0.4418,0.2405,0.443,0.04,-0.053,0.452,0.038,-0.05
8120608,571.05,"Kepler-186 f",129.945392,176.82285,0.241083333333333,0.4418,0.2405,0.443,0.04,-0.053,0.452,0.038,-0.05
8193178,572.02,"Kepler-187 b",4.93883135,135.95465,0.182833333333333,0.2889,0.3511,1.233,0.22,-0.18,1.057,0.096,-0.072
8193178,572.01,"Kepler-187 c",10.64021008,179.77776,0.2265875,0.2889,0.3511,1.233,0.22,-0.18,1.057,0.096,-0.072
8344004,573.02,"Kepler-188 b",2.06190864,133.19888,0.0822625,0.2291,0.4603,1.089,0.16,-0.128,0.958,0.068,-0.05
8344004,573.01,"Kepler-188 c",5.996533443,172.50558,0.1380375,0.2291,0.4603,1.089,0.16,-0.128,0.958,0.068,-0.05
8355239,574.02,"Kepler-189 b",10.39986173,141.51366,0.140708333333333,0.1451,0.582,0.826,0.032,-0.06,0.789,0.05,-0.029
8355239,574.01,"Kepler-189 c",20.13490007,171.36734,0.158175,0.1451,0.582,0.826,0.032,-0.06,0.789,0.05,-0.029
2571238,84.01,"Kepler-19 b",9.286964466,135.9945,0.140204166666667,0.2396,0.4415,0.81,0.099,-0.04,0.907,0.038,-0.076
8616637,579.01,"Kepler-190 b",2.019997006,170.07102,0.075304166666667,0.153,0.5684,0.787,0.051,-0.039,0.823,0.043,-0.047
8616637,579.02,"Kepler-190 c",3.763041531,132.59298,0.0667125,0.153,0.5684,0.787,0.051,-0.039,0.823,0.043,-0.047
9020160,582.03,"Kepler-191 b",9.93962361,131.58267,0.143,0.1496,0.5746,0.868,0.044,-0.076,0.81,0.062,-0.026
9020160,582.02,"Kepler-191 c",17.73842886,148.99011,0.125204166666667,0.1496,0.5746,0.868,0.044,-0.076,0.81,0.062,-0.026
9020160,582.01,"Kepler-191 d",5.945043548,170.472237,0.112516666666667,0.1496,0.5746,0.868,0.044,-0.076,0.81,0.062,-0.026
9146018,584.01,"Kepler-192 b",9.9267215,175.68671,0.160116666666667,0.224,0.4695,0.982,0.137,-0.08,0.947,0.056,-0.046
9146018,584.02,"Kepler-192 c",21.22349325,170.37387,0.2059,0.224,0.4695,0.982,0.137,-0.08,0.947,0.056,-0.046
9146018,584.03,"Kepler-192 d",6.47027706,136.50567,0.139291666666667,0.224,0.4695,0.982,0.137,-0.08,0.947,0.056,-0.046
9782691,590.01,"Kepler-193 b",11.38840217,174.55377,0.153954166666667,0.2891,0.3589,1.456,0.233,-0.284,1.093,0.107,-0.08
9782691,590.02,"Kepler-193 c",50.6985408,141.31813,0.248833333333333,0.2891,0.3589,1.456,0.233,-0.284,1.093,0.107,-0.08
10600261,597.02,"Kepler-194 b",2.09227115,133.06258,0.100258333333333,0.2286,0.4641,1.439,0.229,-0.315,0.989,0.075,-0.068
10600261,597.01,"Kepler-194 c",17.30795548,176.94326,0.213025,0.2286,0.4641,1.439,0.229,-0.315,0.989,0.075,-0.068
10600261,597.03,"Kepler-194 d",52.8148051,164.90456,0.304541666666667,0.2286,0.4641,1.439,0.229,-0.315,0.989,0.075,-0.068
10656823,598.01,"Kepler-195 b",8.30783912,171.17201,0.131316666666667,0.2043,0.4966,0.786,0.132,-0.066,0.882,0.061,-0.104
10656823,598.02,"Kepler-195 c",34.0963441,153.82654,0.162333333333333,0.2043,0.4966,0.786,0.132,-0.066,0.882,0.061,-0.104
6587002,612.01,"Kepler-196 b",20.73989406,173.21912,0.131270833333333,0.2043,0.4966,0.77,0.054,-0.04,0.805,0.045,-0.045
6587002,612.02,"Kepler-196 c",47.4277116,216.55737,0.219495833333333,0.2043,0.4966,0.77,0.054,-0.04,0.805,0.045,-0.045
12068975,623.03,"Kepler-197 b",5.59931543,171.47391,0.162266666666667,0.2965,0.3342,1.109,0.036,-0.04,0.902,0.043,-0.049
12068975,623.01,"Kepler-197 c",10.34973276,174.06193,0.1869125,0.2965,0.3342,1.109,0.036,-0.04,0.902,0.043,-0.049
12068975,623.02,"Kepler-197 d",15.67750191,179.47311,0.229508333333333,0.2965,0.3342,1.109,0.036,-0.04,0.902,0.043,-0.049
12068975,623.04,"Kepler-197 e",25.2100146,154.41122,0.273041666666667,0.2965,0.3342,1.109,0.036,-0.04,0.902,0.043,-0.049
3541946,624.01,"Kepler-198 b",17.79001678,182.43745,0.183816666666667,0.2291,0.4603,0.927,0.122,-0.066,0.935,0.057,-0.057
3541946,624.02,"Kepler-198 c",49.5674085,169.54227,0.16675,0.2291,0.4603,0.927,0.122,-0.066,0.935,0.057,-0.057
3541946,624.03,"Kepler-198 d",1.311842968,133.11058,0.074483333333333,0.2291,0.4603,0.927,0.122,-0.066,0.935,0.057,-0.057
5113822,638.01,"Kepler-199 b",23.6421965,172.58844,0.209083333333333,0.2622,0.4035,0.882,0.121,-0.043,0.98,0.046,-0.081
5113822,638.02,"Kepler-199 c",67.0930642,146.57047,0.305583333333333,0.2622,0.4035,0.882,0.121,-0.043,0.98,0.046,-0.081
10666592,2.01,"Kepler-2 b",2.204735417,121.3585417,0.162026666666667,0.3168,0.2958,1.952,0.099,-0.11,1.449,0.07,-0.091
6850504,70.02,"Kepler-20 b",3.696121272,134.5014,0.102625,0.2327,0.4526,0.925,0.101,-0.083,0.876,0.06,-0.044
6850504,70.01,"Kepler-20 c",10.854095934,138.608031,0.157366666666667,0.2327,0.4526,0.925,0.101,-0.083,0.876,0.06,-0.044
6850504,70.03,"Kepler-20 d",77.6114427,164.7292,0.299108333333333,0.2327,0.4526,0.925,0.101,-0.083,0.876,0.06,-0.044
6850504,70.04,"Kepler-20 e",6.09855603,135.92906,0.124229166666667,0.2327,0.4526,0.925,0.101,-0.083,0.876,0.06,-0.044
6850504,70.05,"Kepler-20 f",19.5776073,135.2032,0.140916666666667,0.2327,0.4526,0.925,0.101,-0.083,0.876,0.06,-0.044
5941160,654.01,"Kepler-200 b",8.59481851,171.62781,0.135583333333333,0.2711,0.3858,0.915,0.122,-0.071,0.878,0.065,-0.052
5941160,654.02,"Kepler-200 c",10.22215697,135.89017,0.049745833333333,0.2711,0.3858,0.915,0.122,-0.071,0.878,0.065,-0.052
5966154,655.01,"Kepler-201 b",25.6721559,192.09679,0.248454166666667,0.2826,0.3729,1.179,0.187,-0.109,1.164,0.073,-0.089
5966154,655.02,"Kepler-201 c",151.8851881,176.41272,0.503791666666667,0.2826,0.3729,1.179,0.187,-0.109,1.164,0.073,-0.089
6020753,657.01,"Kepler-202 b",4.069425638,171.017743,0.084983333333333,0.1082,0.627,0.68,0.046,-0.021,0.75,0.03,-0.048
6020753,657.02,"Kepler-202 c",16.28247625,180.79815,0.121779166666667,0.1082,0.627,0.68,0.046,-0.021,0.75,0.03,-0.048
6062088,658.01,"Kepler-203 b",3.162692075,169.64186,0.081370833333333,0.2622,0.4035,1.085,0.16,-0.146,0.972,0.074,-0.066
6062088,658.02,"Kepler-203 c",5.370639542,172.23815,0.088004166666667,0.2622,0.4035,1.085,0.16,-0.146,0.972,0.074,-0.066
6062088,658.03,"Kepler-203 d",11.32977062,133.96755,0.160208333333333,0.2622,0.4035,1.085,0.16,-0.146,0.972,0.074,-0.066
6347299,661.01,"Kepler-204 b",14.40090414,174.98964,0.173675,0.2622,0.4035,1.198,0.178,-0.198,0.976,0.078,-0.071
6347299,661.02,"Kepler-204 c",25.6613816,155.13806,0.185791666666667,0.2622,0.4035,1.198,0.178,-0.198,0.976,0.078,-0.071
6425957,663.01,"Kepler-205 b",2.755637216,170.845854,0.077329166666667,0.2887,0.4242,0.553,0.03,-0.03,0.57,0.028,-0.037
6425957,663.02,"Kepler-205 c",20.30652862,172.6581,0.116725,0.2887,0.4242,0.553,0.03,-0.03,0.57,0.028,-0.037
6442340,664.02,"Kepler-206 b",7.78199862,133.58871,0.164458333333333,0.2602,0.4096,1.143,0.181,-0.164,0.982,0.079,-0.065
6442340,664.01,"Kepler-206 c",13.13747785,170.22786,0.202729166666667,0.2602,0.4096,1.143,0.181,-0.164,0.982,0.079,-0.065
6442340,664.03,"Kepler-206 d",23.4433748,152.00588,0.240333333333333,0.2602,0.4096,1.143,0.181,-0.164,0.982,0.079,-0.065
6685609,665.02,"Kepler-207 b",1.61189046,133.5704,0.1283,0.2865,0.3671,1.555,0.265,-0.324,1.181,0.113,-0.113
6685609,665.03,"Kepler-207 c",3.07155284,133.30255,0.1705625,0.2865,0.3671,1.555,0.265,-0.324,1.181,0.113,-0.113
6685609,665.01,"Kepler-207 d",5.868066282,170.324046,0.171858333333333,0.2865,0.3671,1.555,0.265,-0.324,1.181,0.113,-0.113
7040629,671.01,"Kepler-208 b",4.22865217,170.74053,0.138645833333333,0.2865,0.3671,1.499,0.262,-0.321,1.213,0.098,-0.135
7040629,671.02,"Kepler-208 c",7.46662068,132.7755,0.16125,0.2865,0.3671,1.499,0.262,-0.321,1.213,0.098,-0.135
7040629,671.04,"Kepler-208 d",11.1317901,134.42272,0.168791666666667,0.2865,0.3671,1.499,0.262,-0.321,1.213,0.098,-0.135
7040629,671.03,"Kepler-208 e",16.25951967,144.53203,0.160583333333333,0.2865,0.3671,1.499,0.262,-0.321,1.213,0.098,-0.135
7115785,672.01,"Kepler-209 b",16.08786246,172.81384,0.128958333333333,0.2327,0.4526,0.914,0.111,-0.074,0.904,0.056,-0.05
7115785,672.02,"Kepler-209 c",41.74938613,153.84636,0.233741666666667,0.2327,0.4526,0.914,0.111,-0.074,0.904,0.056,-0.05
3632418,975.01,"Kepler-21 A b",2.785821236,260.83731,0.148329166666667,0.303,0.3166,1.733,0.118,-0.095,1.162,0.147,-0.079
7447200,676.02,"Kepler-210 b",2.453236139,170.892059,0.069545833333333,0.2238,0.5081,0.533,0.032,-0.035,0.556,0.032,-0.039
7447200,676.01,"Kepler-210 c",7.972510087,171.585057,0.123975,0.2238,0.5081,0.533,0.032,-0.035,0.556,0.032,-0.039
7509886,678.02,"Kepler-211 b",4.13852825,132.01882,0.095041666666667,0.186,0.5256,0.825,0.068,-0.034,0.938,0.027,-0.077
7509886,678.01,"Kepler-211 c",6.0404622,172.59327,0.0825,0.186,0.5256,0.825,0.068,-0.034,0.938,0.027,-0.077
7515212,679.02,"Kepler-212 b",16.2580276,139.6381,0.265625,0.26,0.4133,1.356,0.212,-0.259,1.153,0.081,-0.111
7515212,679.01,"Kepler-212 c",31.80475991,190.25413,0.362458333333333,0.26,0.4133,1.356,0.212,-0.259,1.153,0.081,-0.111
8557374,692.01,"Kepler-213 b",2.462344253,171.84315,0.075470833333333,0.2514,0.4282,1.008,0.159,-0.057,1.087,0.05,-0.072
8557374,692.02,"Kepler-213 c",4.822969318,134.43535,0.036466666666667,0.2514,0.4282,1.008,0.159,-0.057,1.087,0.05,-0.072
8738735,693.02,"Kepler-214 b",15.66057688,146.3487,0.292166666666667,0.2826,0.3729,1.044,0.173,-0.062,1.122,0.07,-0.085
8738735,693.01,"Kepler-214 c",28.7796446,193.30374,0.347875,0.2826,0.3729,1.044,0.173,-0.062,1.122,0.07,-0.085
8962094,700.02,"Kepler-215 b",9.36059705,171.97292,0.133620833333333,0.2711,0.3858,0.828,0.104,-0.037,0.92,0.044,-0.076
8962094,700.03,"Kepler-215 c",14.6672293,145.42058,0.155916666666667,0.2711,0.3858,0.828,0.104,-0.037,0.92,0.044,-0.076
8962094,700.01,"Kepler-215 d",30.86436512,172.93477,0.123154166666667,0.2711,0.3858,0.828,0.104,-0.037,0.92,0.044,-0.076
8962094,700.04,"Kepler-215 e",68.1609897,187.03346,0.235916666666667,0.2711,0.3858,0.828,0.104,-0.037,0.92,0.044,-0.076
9530945,708.02,"Kepler-216 b",7.69363627,176.5035,0.209683333333333,0.2916,0.3447,1.216,0.207,-0.188,1.013,0.093,-0.068
9530945,708.01,"Kepler-216 c",17.40665216,171.00688,0.286,0.2916,0.3447,1.216,0.207,-0.188,1.013,0.093,-0.068
9590976,710.01,"Kepler-217 b",5.37493289,170.93379,0.1648625,0.303,0.3166,1.689,0.281,-0.343,1.135,0.142,-0.103
9590976,710.02,"Kepler-217 c",8.58600968,137.95984,0.139345833333333,0.303,0.3166,1.689,0.281,-0.343,1.135,0.142,-0.103
9590976,710.03,"Kepler-217 d",3.88688862,132.4955,0.153458333333333,0.303,0.3166,1.689,0.281,-0.343,1.135,0.142,-0.103
9597345,711.02,"Kepler-218 b",3.619309734,135.44164,0.1271,0.2193,0.4785,1.046,0.161,-0.111,0.988,0.049,-0.055
9597345,711.01,"Kepler-218 c",44.6996563,174.82144,0.2595375,0.2193,0.4785,1.046,0.161,-0.111,0.988,0.049,-0.055
9597345,711.03,"Kepler-218 d",124.5245224,254.17788,0.40225,0.2193,0.4785,1.046,0.161,-0.111,0.988,0.049,-0.055
9884104,718.01,"Kepler-219 b",4.585466941,169.86095,0.1434875,0.257,0.4213,1.495,0.245,-0.326,1.179,0.093,-0.139
9884104,718.02,"Kepler-219 c",22.71443351,147.29684,0.253645833333333,0.257,0.4213,1.495,0.245,-0.326,1.179,0.093,-0.139
9884104,718.03,"Kepler-219 d",47.903427,141.98347,0.257958333333333,0.257,0.4213,1.495,0.245,-0.326,1.179,0.093,-0.139
10593626,87.01,"Kepler-22 b",289.864067,133.69719,0.315208333333333,0.2521,0.421,0.886,0.08,-0.089,0.799,0.066,-0.035
9950612,719.04,"Kepler-220 b",4.159816554,133.78616,0.067754166666667,0.0833,0.6584,0.639,0.025,-0.032,0.643,0.035,-0.032
9950612,719.01,"Kepler-220 c",9.034190783,171.015329,0.0645875,0.0833,0.6584,0.639,0.025,-0.032,0.643,0.035,-0.032
9950612,719.02,"Kepler-220 d",28.1224393,146.91763,0.173916666666667,0.0833,0.6584,0.639,0.025,-0.032,0.643,0.035,-0.032
9950612,719.03,"Kepler-220 e",45.9029768,166.55667,0.208504166666667,0.0833,0.6584,0.639,0.025,-0.032,0.643,0.035,-0.032
9963524,720.04,"Kepler-221 b",2.79590004,132.72971,0.085666666666667,0.1959,0.5086,0.81,0.06,-0.044,0.826,0.052,-0.043
9963524,720.01,"Kepler-221 c",5.69059163,174.04885,0.106541666666667,0.1959,0.5086,0.81,0.06,-0.044,0.826,0.052,-0.043
9963524,720.02,"Kepler-221 d",10.04157214,137.08442,0.1107375,0.1959,0.5086,0.81,0.06,-0.044,0.826,0.052,-0.043
9963524,720.03,"Kepler-221 e",18.36974658,131.86573,0.122458333333333,0.1959,0.5086,0.81,0.06,-0.044,0.826,0.052,-0.043
10002866,723.01,"Kepler-222 b",3.936993144,169.650592,0.078625,0.2291,0.4603,0.843,0.186,-0.062,0.945,0.065,-0.098
10002866,723.03,"Kepler-222 c",10.08881066,173.083353,0.073858333333333,0.2291,0.4603,0.843,0.186,-0.062,0.945,0.065,-0.098
10002866,723.02,"Kepler-222 d",28.08185982,194.91696,0.1887,0.2291,0.4603,0.843,0.186,-0.062,0.945,0.065,-0.098
10227020,730.04,"Kepler-223 b",7.38443269,137.47412,0.2389625,0.2555,0.4191,1.248,0.209,-0.209,1.055,0.081,-0.067
10227020,730.02,"Kepler-223 c",9.84824649,138.38845,0.2394625,0.2555,0.4191,1.248,0.209,-0.209,1.055,0.081,-0.067
10227020,730.01,"Kepler-223 d",14.78767172,176.79399,0.2549625,0.2555,0.4191,1.248,0.209,-0.209,1.055,0.081,-0.067
10227020,730.03,"Kepler-223 e",19.7243672,135.05923,0.300083333333333,0.2555,0.4191,1.248,0.209,-0.209,1.055,0.081,-0.067
10271806,733.03,"Kepler-224 b",3.13295351,135.67494,0.092529166666667,0.1731,0.5396,0.679,0.046,-0.029,0.743,0.034,-0.052
10271806,733.01,"Kepler-224 c",5.924993927,169.71629,0.120308333333333,0.1731,0.5396,0.679,0.046,-0.029,0.743,0.034,-0.052
10271806,733.02,"Kepler-224 d",11.34934848,134.31805,0.1295875,0.1731,0.5396,0.679,0.046,-0.029,0.743,0.034,-0.052
10271806,733.04,"Kepler-224 e",18.64349986,141.62687,0.077045833333333,0.1731,0.5396,0.679,0.046,-0.029,0.743,0.034,-0.052
10340423,736.02,"Kepler-225 b",6.73893544,135.28218,0.117208333333333,0.0853,0.6656,0.602,0.028,-0.028,0.616,0.033,-0.033
10340423,736.01,"Kepler-225 c",18.79418506,177.79426,0.137108333333333,0.0853,0.6656,0.602,0.028,-0.028,0.616,0.033,-0.033
10601284,749.02,"Kepler-226 b",3.94105221,136.08662,0.108266666666667,0.186,0.5256,0.91,0.057,-0.086,0.831,0.058,-0.032
10601284,749.01,"Kepler-226 c",5.349553819,171.80694,0.126158333333333,0.186,0.5256,0.91,0.057,-0.086,0.831,0.058,-0.032
10601284,749.03,"Kepler-226 d",8.10904807,132.8031,0.149833333333333,0.186,0.5256,0.91,0.057,-0.086,0.831,0.058,-0.032
10797460,752.01,"Kepler-227 b",9.48803557,170.53875,0.123229166666667,0.2291,0.4603,0.927,0.105,-0.061,0.919,0.052,-0.046
10797460,752.02,"Kepler-227 c",54.4183827,162.51384,0.187791666666667,0.2291,0.4603,0.927,0.105,-0.061,0.919,0.052,-0.046
10872983,756.03,"Kepler-228 b",2.56658897,179.55437,0.101208333333333,0.2889,0.3511,0.972,0.315,-0.105,1.053,0.135,-0.15
10872983,756.02,"Kepler-228 c",4.13443512,172.97937,0.130841666666667,0.2889,0.3511,0.972,0.315,-0.105,1.053,0.135,-0.15
10872983,756.01,"Kepler-228 d",11.09432054,171.20116,0.1914375,0.2889,0.3511,0.972,0.315,-0.105,1.053,0.135,-0.15
10910878,757.03,"Kepler-229 b",6.252962249,171.30126,0.107579166666667,0.1451,0.582,0.848,0.033,-0.072,0.801,0.052,-0.03
10910878,757.01,"Kepler-229 c",16.06864674,173.621937,0.147279166666667,0.1451,0.582,0.848,0.033,-0.072,0.801,0.052,-0.03
10910878,757.02,"Kepler-229 d",41.19725502,165.00404,0.192904166666667,0.1451,0.582,0.848,0.033,-0.072,0.801,0.052,-0.03
11512246,168.03,"Kepler-23 b",7.10695741,138.32271,0.214425,0.2638,0.4046,1.518,0.092,-0.061,1.036,0.101,-0.059
11512246,168.01,"Kepler-23 c",10.74241765,133.2867,0.2526375,0.2638,0.4046,1.518,0.092,-0.061,1.036,0.101,-0.059
11512246,168.02,"Kepler-23 d",15.27443889,147.57983,0.2531875,0.2638,0.4046,1.518,0.092,-0.061,1.036,0.101,-0.059
11018648,759.01,"Kepler-230 b",32.62876672,194.1019,0.199879166666667,0.2521,0.421,0.798,0.181,-0.077,0.844,0.097,-0.078
11018648,759.02,"Kepler-230 c",91.7732862,193.8378,0.269708333333333,0.2521,0.421,0.798,0.181,-0.077,0.844,0.097,-0.078
12066335,784.02,"Kepler-231 b",10.06524317,136.28906,0.057041666666667,0.2589,0.4639,0.56,0.03,-0.034,0.576,0.031,-0.035
12066335,784.01,"Kepler-231 c",19.27153892,186.77093,0.114975,0.2589,0.4639,0.56,0.03,-0.034,0.576,0.031,-0.035
12366084,787.01,"Kepler-232 b",4.431238488,171.015,0.13125,0.2555,0.4191,1.015,0.148,-0.079,1.007,0.056,-0.062
12366084,787.02,"Kepler-232 c",11.37936986,133.84992,0.109395833333333,0.2555,0.4191,1.015,0.148,-0.079,1.007,0.056,-0.062
12470844,790.01,"Kepler-233 b",8.47237911,174.16212,0.113520833333333,0.2043,0.4966,0.788,0.113,-0.066,0.884,0.061,-0.113
12470844,790.02,"Kepler-233 c",60.4189369,181.16367,0.209958333333333,0.2043,0.4966,0.788,0.113,-0.066,0.884,0.061,-0.113
3342970,800.01,"Kepler-234 b",2.711504086,170.03417,0.1254125,0.3024,0.3288,1.076,0.353,-0.118,1.169,0.141,-0.173
3342970,800.02,"Kepler-234 c",7.21203748,172.81782,0.1687125,0.3024,0.3288,1.076,0.353,-0.118,1.169,0.141,-0.173
4139816,812.01,"Kepler-235 b",3.340218842,171.979062,0.0796,0.4175,0.2365,0.493,0.033,-0.04,0.502,0.031,-0.038
4139816,812.04,"Kepler-235 c",7.82502168,136.54995,0.091083333333333,0.4175,0.2365,0.493,0.033,-0.04,0.502,0.031,-0.038
4139816,812.02,"Kepler-235 d",20.06036336,147.46554,0.138345833333333,0.4175,0.2365,0.493,0.033,-0.04,0.502,0.031,-0.038
4139816,812.03,"Kepler-235 e",46.1842039,165.23729,0.19825,0.4175,0.2365,0.493,0.033,-0.04,0.502,0.031,-0.038
4725681,817.02,"Kepler-236 b",8.29561738,135.79284,0.055920833333333,0.2575,0.4768,0.524,0.03,-0.044,0.536,0.035,-0.039
4725681,817.01,"Kepler-236 c",23.96793669,186.22182,0.159458333333333,0.2575,0.4768,0.524,0.03,-0.044,0.536,0.035,-0.039
5252423,825.02,"Kepler-237 b",4.71510843,134.96178,0.104416666666667,0.1142,0.6188,0.732,0.062,-0.068,0.733,0.075,-0.061
5252423,825.01,"Kepler-237 c",8.10363271,176.9486,0.131708333333333,0.1142,0.6188,0.732,0.062,-0.068,0.733,0.075,-0.061
5436502,834.04,"Kepler-238 b",2.090811305,134.17462,0.141166666666667,0.257,0.4213,1.384,0.242,-0.266,1.083,0.1,-0.075
5436502,834.03,"Kepler-238 c",6.15560285,134.81656,0.207679166666667,0.257,0.4213,1.384,0.242,-0.266,1.083,0.1,-0.075
5436502,834.02,"Kepler-238 d",13.23352214,140.32196,0.280716666666667,0.257,0.4213,1.384,0.242,-0.266,1.083,0.1,-0.075
5436502,834.01,"Kepler-238 e",23.65369415,171.376107,0.342429166666667,0.257,0.4213,1.384,0.242,-0.266,1.083,0.1,-0.075
5436502,834.05,"Kepler-238 f",50.4467417,178.5014,0.298291666666667,0.257,0.4213,1.384,0.242,-0.266,1.083,0.1,-0.075
5456651,835.01,"Kepler-239 b",11.76307164,180.93613,0.12115,0.1451,0.582,0.756,0.054,-0.027,0.849,0.025,-0.06
5456651,835.02,"Kepler-239 c",56.2279271,132.29259,0.14875,0.1451,0.582,0.756,0.054,-0.027,0.849,0.025,-0.06
3231341,1102.02,"Kepler-24 b",8.14515981,140.56811,0.211375,0.2949,0.3354,1.24,0.183,-0.251,0.884,0.073,-0.054
3231341,1102.01,"Kepler-24 c",12.33343853,137.58782,0.259208333333333,0.2949,0.3354,1.24,0.183,-0.251,0.884,0.073,-0.054
3231341,1102.04,"Kepler-24 d",4.24439049,137.06643,0.13675,0.2949,0.3354,1.24,0.183,-0.251,0.884,0.073,-0.054
3231341,1102.03,"Kepler-24 e",18.9985279,144.74157,0.188708333333333,0.2949,0.3354,1.24,0.183,-0.251,0.884,0.073,-0.054
5531576,837.02,"Kepler-240 b",4.14451656,135.92831,0.0975875,0.1017,0.6385,0.779,0.023,-0.049,0.759,0.046,-0.027
5531576,837.01,"Kepler-240 c",7.953547,174.66224,0.109633333333333,0.1017,0.6385,0.779,0.023,-0.049,0.759,0.046,-0.027
5794379,842.01,"Kepler-241 b",12.71809866,175.35526,0.1289875,0.1196,0.6106,0.686,0.049,-0.067,0.67,0.081,-0.05
5794379,842.02,"Kepler-241 c",36.06588163,198.58423,0.180191666666667,0.1196,0.6106,0.686,0.049,-0.067,0.67,0.081,-0.05
6428700,853.01,"Kepler-242 b",8.20396958,169.69138,0.1236125,0.1496,0.5746,0.826,0.066,-0.083,0.785,0.078,-0.056
6428700,853.02,"Kepler-242 c",14.49645186,143.41659,0.167333333333333,0.1496,0.5746,0.826,0.066,-0.083,0.785,0.078,-0.056
6587280,857.01,"Kepler-243 b",5.715425977,174.87931,0.105175,0.186,0.5256,0.826,0.124,-0.057,0.927,0.047,-0.095
6587280,857.02,"Kepler-243 c",20.0261412,146.91109,0.067125,0.186,0.5256,0.826,0.124,-0.057,0.927,0.047,-0.095
6849310,864.01,"Kepler-244 b",4.311780262,173.576483,0.113545833333333,0.224,0.4695,0.927,0.115,-0.062,0.956,0.044,-0.059
6849310,864.03,"Kepler-244 c",9.76734503,186.57718,0.069104166666667,0.224,0.4695,0.927,0.115,-0.062,0.956,0.044,-0.059
6849310,864.02,"Kepler-244 d",20.0504494,188.08821,0.189833333333333,0.224,0.4695,0.927,0.115,-0.062,0.956,0.044,-0.059
6948054,869.01,"Kepler-245 b",7.49018305,174.95037,0.1137375,0.153,0.5684,0.787,0.051,-0.039,0.823,0.041,-0.047
6948054,869.03,"Kepler-245 c",17.46087931,137.26594,0.0943375,0.153,0.5684,0.787,0.051,-0.039,0.823,0.041,-0.047
6948054,869.02,"Kepler-245 d",36.2761238,201.2869,0.1994375,0.153,0.5684,0.787,0.051,-0.039,0.823,0.041,-0.047
6948054,869.04,"Kepler-245 e",3.219814777,133.00406,0.086008333333333,0.153,0.5684,0.787,0.051,-0.039,0.823,0.041,-0.047
7134976,874.01,"Kepler-246 b",4.601811819,169.98108,0.094195833333333,0.1451,0.582,0.833,0.032,-0.064,0.793,0.05,-0.029
7134976,874.02,"Kepler-246 c",11.18719905,137.17814,0.1355,0.1451,0.582,0.833,0.032,-0.064,0.793,0.05,-0.029
