"KIC","KOI","KepName","Period","T0","T14","ld1","ld2","R_star","rad_up","rad_down","mass","mass_up","mass_down"
5257082,3368.01,,10.08535311,140.97143,0.072916666666667,0.2889,0.3511,0.945,0.294,-0.098,1,0.132,-0.132
10518424,2188.02,,6.7445683,135.5092,0.158875,0.3001,0.323,0.923,0.372,-0.084,0.974,0.113,-0.119
8591693,2123.01,,29.4557841,154.17062,0.143791666666667,0.2916,0.3447,0.949,0.292,-0.097,1.018,0.141,-0.141
5785279,4259.01,,0.909127736,132.40471,0.059625,0.2291,0.4603,0.996,0.272,-0.168,0.885,0.101,-0.074
7345248,4864.01,,5.66494448,136.33835,0.173875,0.2898,0.3457,1.13,0.371,-0.234,0.865,0.141,-0.064
10515564,8211.01,,5.0487451,134.6825,0.166958333333333,0.2291,0.4603,0.83,0.186,-0.062,0.939,0.074,-0.101
5115978,823.01,,1.028436523,170.228582,0.077525,0.303,0.3107,0.99,0.377,-0.117,0.959,0.121,-0.111
10850327,5833.01,,440.171272,470.35369,0.509041666666667,0.2998,0.3069,1.679,0.328,-0.533,1.03,0.178,-0.146
11296724,7437.01,,1.9997244,131.93045,0.082333333333333,0.2676,0.3928,0.897,0.216,-0.093,0.992,0.104,-0.127
5702770,6617.01,,8.0018897,135.4193,0.142708333333333,0.2676,0.3928,0.876,0.246,-0.082,0.97,0.104,-0.116
6119141,2343.01,,29.0726293,136.97364,0.104833333333333,0.2676,0.3928,1.042,0.301,-0.162,0.928,0.137,-0.095
4830605,1660.01,,35.6364022,164.17496,0.203666666666667,0.2916,0.3447,0.887,0.216,-0.077,0.978,0.109,-0.12
4484179,5068.01,,385.29212,440.5319,0.809041666666667,0.3032,0.2921,1.053,0.347,-0.156,0.916,0.119,-0.089
12168895,5959.01,,251.48808,192.461,0.283333333333333,0.2974,0.3362,0.902,0.366,-0.076,0.984,0.11,-0.123
10676824,599.01,,6.45442931,173.21478,0.11155,0.2916,0.3447,0.943,0.289,-0.096,1.016,0.125,-0.139
6428794,4054.01,,169.135056,201.8055,0.372125,0.1959,0.5086,0.801,0.054,-0.043,0.82,0.046,-0.041
6842345,6774.01,,17.3816224,142.4067834,0.11394,0.2965,0.3342,1.02,0.296,-0.159,0.969,0.141,-0.115
8578780,2023.01,,13.59051547,133.07217,0.157666666666667,0.2291,0.4603,0.974,0.248,-0.133,0.887,0.101,-0.074
5962262,4661.01,,8.61742738,133.50863,0.113041666666667,0.1451,0.582,0.84,0.032,-0.064,0.797,0.054,-0.029
9289704,2222.01,,34.135676,157.7959,0.38,0.2973,0.2888,5.555,1.883,-0.064,2.607,0.165,-0.934
7447895,6878.01,,2.405625303,133.14221,0.026179166666667,0.2291,0.4603,0.83,0.174,-0.062,0.939,0.066,-0.1
7592529,6889.01,,75.906736,185.6963,0.485,0.2999,0.3169,1.206,0.444,-0.236,0.941,0.144,-0.101
8429817,5515.01,,6.263491873,134.897906,0.035470833333333,0.3029,0.3026,1.194,0.33,-0.27,0.936,0.135,-0.098
9099607,7925.01,,4.6318914,133.7073,0.161666666666667,0.2916,0.3447,0.887,0.259,-0.086,0.978,0.119,-0.119
3355104,4975.01,,47.0628978,171.94782,0.064375,0.2676,0.3928,0.897,0.26,-0.087,0.992,0.113,-0.126
11599038,1437.01,,7.01733571,133.90592,0.148625,0.2965,0.3342,0.967,0.304,-0.121,0.974,0.13,-0.117
12416597,4895.02,,47.5571352,135.8497,0.071166666666667,0.2815,0.3651,0.958,0.367,-0.114,0.914,0.126,-0.087
11182213,5876.01,,189.456089,233.6331,0.128208333333333,0.2919,0.3431,1.026,0.367,-0.14,0.938,0.134,-0.099
6619815,3361.01,,65.9407869,231.97155,0.324,0.2868,0.3588,0.96,0.266,-0.114,1.047,0.126,-0.153
9658089,7220.01,,1.057080807,131.69304,0.075833333333333,0.2916,0.3447,0.946,0.312,-0.098,1.003,0.131,-0.131
7183745,2521.02,,4.86634094,353.34131,0.078541666666667,0.1496,0.5746,0.831,0.032,-0.06,0.791,0.058,-0.025
11080702,5863.01,,8.67237968,132.55073,0.11775,0.2537,0.4171,0.882,0.359,-0.083,0.893,0.105,-0.076
7367164,7835.01,,3.76565247,132.52476,0.064875,0.2676,0.3928,0.877,0.231,-0.077,0.973,0.104,-0.116
11457664,5902.01,,150.728285,223.0487,0.11325,0.2695,0.389,0.871,0.364,-0.069,0.967,0.099,-0.113
5174858,2532.01,,7.9709719,134.0507,0.053720833333333,0.186,0.5256,0.826,0.124,-0.057,0.927,0.046,-0.093
8590149,6182.01,,19.2405821,138.7454,0.207916666666667,0.1451,0.582,0.848,0.038,-0.066,0.801,0.052,-0.03
9776794,4363.01,,18.22211768,553.06646,0.085166666666667,0.1828,0.5324,0.958,0.255,-0.157,0.862,0.073,-0.06
6839010,4674.01,,4.84350003,134.81488,0.126875,0.2676,0.3928,1.056,0.285,-0.19,0.906,0.133,-0.082
7747091,5418.01,,14.2673439,133.9655,0.132125,0.2291,0.4603,0.837,0.2,-0.067,0.944,0.074,-0.101
11918099,780.02,,7.2406612,137.75545,0.02325,0.1496,0.5746,0.765,0.055,-0.028,0.85,0.025,-0.054
8613769,5550.01,,540.39267,196.0854,0.384708333333333,0.2609,0.4051,0.856,0.286,-0.067,0.95,0.078,-0.104
9640649,7951.01,,0.862329309,132.16214,0.0435,0.2622,0.4035,0.899,0.26,-0.087,0.996,0.116,-0.127
12017109,2106.01,,9.75374033,134.06014,0.097833333333333,0.2622,0.4035,0.899,0.229,-0.082,0.996,0.104,-0.127
6223324,4274.01,,1.97507424,132.3567,0.10875,0.2916,0.3447,0.947,0.304,-0.101,1.022,0.14,-0.14
9468848,8183.01,,5.8877038,135.03738,0.167041666666667,0.2916,0.3447,0.947,0.31,-0.097,1.022,0.14,-0.14
9655711,6209.01,,12.7143635,134.79818,0.129208333333333,0.2889,0.3511,0.962,0.312,-0.104,1.022,0.14,-0.14
9655711,6209.02,,7.72966941,138.92566,0.087125,0.2889,0.3511,0.962,0.312,-0.104,1.022,0.14,-0.14
11462969,6239.01,,406.496216,325.9025,0.145625,0.2793,0.3701,0.884,0.383,-0.073,0.956,0.113,-0.107
8042644,6957.01,,1.48062814,131.51535,0.12075,0.3058,0.3071,0.937,0.305,-0.102,1.011,0.134,-0.134
4914221,5099.01,,111.187116,195.2257,0.148708333333333,0.2808,0.3669,1.281,0.456,-0.331,0.881,0.142,-0.069
5294945,3463.01,,32.5474295,133.6742,0.289375,0.2916,0.3447,1.061,0.324,-0.174,0.995,0.154,-0.126
5106313,2878.01,,3.89524296,131.85929,0.070375,0.1496,0.5746,0.838,0.033,-0.062,0.795,0.06,-0.026
9906688,7976.01,,5.82561701,136.0369,0.13525,0.2916,0.3447,0.967,0.285,-0.122,0.979,0.131,-0.118
4830859,6454.01,,27.2173855,144.6728,0.136166666666667,0.3037,0.3076,1.019,0.379,-0.127,0.959,0.123,-0.108
8129333,5480.01,,57.140035,145.8694,0.236833333333333,0.2869,0.3541,1.46,0.702,-0.413,0.986,0.22,-0.121
6715997,6762.01,,15.08186,141.7289,0.166833333333333,0.2768,0.3749,1.012,0.365,-0.151,0.89,0.131,-0.073
9011877,5597.01,,7.77710639,133.86539,0.142416666666667,0.1496,0.5746,0.851,0.041,-0.065,0.8,0.056,-0.028
10141900,1082.02,,4.09667624,133.09833,0.09125,0.1451,0.582,0.843,0.04,-0.06,0.8,0.048,-0.028
10141900,1082.01,,6.50327035,135.26657,0.107958333333333,0.1451,0.582,0.843,0.04,-0.06,0.8,0.048,-0.028
10141900,1082.04,,9.6550473,137.07505,0.114666666666667,0.1451,0.582,0.843,0.04,-0.06,0.8,0.048,-0.028
7832787,8270.01,,338.00692,262.4,0.697708333333333,0.2676,0.3928,0.898,0.26,-0.087,0.934,0.116,-0.095
3109930,1112.01,,37.8102649,158.35799,0.363875,0.2965,0.3342,0.973,0.302,-0.121,0.976,0.129,-0.116
8222395,7873.01,,1.93188768,133.1676,0.045291666666667,0.2889,0.3511,0.914,0.268,-0.089,1,0.117,-0.128
10291589,4754.01,,7.08757462,138.27614,0.13925,0.2916,0.3447,0.925,0.276,-0.092,1.008,0.132,-0.132
11026582,5854.01,,240.57135,239.50353,0.465166666666667,0.3058,0.3071,0.943,0.287,-0.096,1.02,0.124,-0.138
8415353,5514.01,,102.100752,148.9663,0.083708333333333,0.308,0.3107,1.83,0.82,-0.619,1.358,0.246,-0.307
5031857,1573.02,,7.136922,131.75317,0.1166875,0.2965,0.3342,0.921,0.288,-0.096,1.003,0.129,-0.129
7215678,2354.01,,1.151244686,132.64551,0.053,0.2965,0.3342,0.921,0.288,-0.096,1.003,0.129,-0.129
5031857,1573.01,,24.81097206,156.506971,0.134354166666667,0.2965,0.3342,0.921,0.288,-0.096,1.003,0.129,-0.129
6350882,4410.01,,5.04404366,136.00785,0.070083333333333,0.2889,0.3511,0.951,0.32,-0.107,1.027,0.141,-0.141
8811490,4811.01,,21.7434141,148.935,0.339291666666667,0.2713,0.3874,1.497,0.367,-0.551,0.987,0.134,-0.121
3101178,4963.01,,59.4037839,159.80356,0.418375,0.3029,0.3026,1.209,0.325,-0.266,0.961,0.145,-0.108
10220837,4613.01,,1.962282625,131.53585,0.060416666666667,0.2676,0.3928,0.979,0.27,-0.146,0.915,0.116,-0.085
7801070,4361.01,,75.8781344,194.67762,0.057625,0.2327,0.4526,0.972,0.261,-0.141,0.893,0.111,-0.074
10028127,8193.01,,367.947848,416.20998,0.177041666666667,0.2291,0.4603,0.855,0.207,-0.069,0.971,0.075,-0.113
9283156,2657.01,,5.22402436,132.85379,0.108666666666667,0.2434,0.4341,0.84,0.085,-0.059,0.837,0.056,-0.046
11135694,4896.01,,19.5945772,150.1394,0.282083333333333,0.2916,0.3447,1.023,0.32,-0.137,0.995,0.153,-0.125
11135694,4896.02,,49.537365,172.1948,0.410916666666667,0.2916,0.3447,1.023,0.32,-0.137,0.995,0.153,-0.125
8628761,4580.01,,6.30432354,137.29688,0.1045,0.3088,0.2774,1.836,0.464,-0.696,1.192,0.182,-0.223
9116510,5618.01,,318.49078,167.0042,0.1255,0.292,0.3475,1.176,0.592,-0.235,1.01,0.239,-0.132
12602314,2853.01,,1.407020118,131.60897,0.057358333333333,0.1451,0.582,0.849,0.034,-0.067,0.804,0.05,-0.029
11465658,5903.01,,253.790434,267.5242,0.15425,0.2212,0.4706,0.85,0.311,-0.067,0.902,0.082,-0.078
4919550,4766.01,,5.56676609,132.49956,0.0755,0.1451,0.582,0.859,0.041,-0.071,0.81,0.048,-0.032
8280511,1151.05,,21.7203362,134.7659,0.177166666666667,0.2434,0.4341,0.853,0.089,-0.067,0.838,0.056,-0.046
8280511,1151.04,,17.4532945,146.66244,0.167791666666667,0.2434,0.4341,0.853,0.089,-0.067,0.838,0.056,-0.046
9966219,3401.02,,326.6708,327.7185,0.451666666666667,0.2851,0.3579,1.072,0.368,-0.172,0.924,0.138,-0.089
12071775,5952.01,,164.507439,212.7605,0.476166666666667,0.2823,0.3635,1.02,0.368,-0.146,0.916,0.134,-0.085
6768616,6765.01,,13.05609,140.7128,0.14575,0.2965,0.3342,0.994,0.296,-0.127,0.978,0.142,-0.116
8892157,2224.02,,86.130534,200.9117,0.138375,0.2784,0.3731,0.876,0.382,-0.068,0.97,0.111,-0.112
7300182,7833.01,,172.820248,302.0399,0.305958333333333,0.3058,0.3071,0.939,0.276,-0.092,1.014,0.12,-0.134
5731623,1793.01,,3.261759866,131.778858,0.073304166666667,0.3032,0.3147,0.945,0.315,-0.105,1.023,0.138,-0.138
11655826,4643.01,,5.59346375,131.50752,0.0695,0.2676,0.3928,0.933,0.297,-0.099,1.001,0.127,-0.127
3548622,6343.01,,569.45051,143.4648,0.40125,0.2916,0.3447,0.947,0.288,-0.096,1.025,0.139,-0.139
6045404,5231.01,,78.876125,205.1282,0.204666666666667,0.2937,0.3393,0.927,0.384,-0.084,1.011,0.134,-0.132
5597361,6601.01,,17.9925973,135.4545,0.115083333333333,0.2889,0.3511,1.087,0.303,-0.202,0.967,0.134,-0.11
8162789,521.02,,10.8206034,140.5078,0.118666666666667,0.2889,0.3511,1.06,0.312,-0.168,0.999,0.153,-0.126
8162789,521.01,,10.161023528,172.000736,0.131779166666667,0.2889,0.3511,1.06,0.312,-0.168,0.999,0.153,-0.126
5965629,5216.01,,377.311149,411.6189,0.13875,0.2838,0.3618,0.891,0.378,-0.071,0.983,0.114,-0.118
9025739,7125.01,,7.918267,134.1991,0.144916666666667,0.2889,0.3511,1.016,0.3,-0.129,0.985,0.132,-0.119
8196226,4634.01,,4.02745396,133.12194,0.055416666666667,0.3058,0.3071,1.041,0.326,-0.14,0.987,0.147,-0.12
3748855,6355.02,,6.72876606,134.0424,0.094875,0.2752,0.3785,0.919,0.371,-0.088,0.951,0.116,-0.102
7631138,5408.01,,415.748785,510.09961,0.138041666666667,0.2095,0.4889,1.534,0.993,-0.652,0.912,0.119,-0.082
8841297,5577.01,,495.51899,452.8313,0.149666666666667,0.2935,0.339,1.634,0.735,-0.537,1.062,0.283,-0.157
6628926,6746.01,,2.564012541,134.2733914,0.039304166666667,0.3036,0.3098,1.428,0.407,-0.407,1.024,0.169,-0.138
9935642,4885.01,,9.33955596,138.11016,0.08575,0.2291,0.4603,1.101,0.319,-0.239,0.898,0.113,-0.075
8295087,5500.01,,84.934357,157.8966,0.132041666666667,0.3034,0.3028,1.395,0.637,-0.351,1.016,0.21,-0.134
6364215,2404.01,,2.10081629,132.26789,0.117425,0.2676,0.3928,0.918,0.275,-0.11,0.974,0.113,-0.113
4737848,5079.01,,56.001782,144.09684,0.071083333333333,0.3002,0.317,1.332,0.61,-0.31,0.974,0.192,-0.113
9993683,5748.01,,29.9371143,145.1081,0.184791666666667,0.1496,0.5746,0.866,0.044,-0.075,0.808,0.06,-0.03
4571844,4353.01,,17.8075656,146.88323,0.068458333333333,0.3058,0.3071,0.981,0.299,-0.128,0.988,0.147,-0.12
3645438,4385.03,,17.3695112,136.6159,0.167166666666667,0.1496,0.5746,0.834,0.047,-0.052,0.818,0.053,-0.035
3645438,4385.01,,7.298142,137.85674,0.126,0.1496,0.5746,0.834,0.047,-0.052,0.818,0.053,-0.035
11122894,1426.03,,150.0189511,224.685714,0.182595833333333,0.2434,0.4341,0.897,0.099,-0.081,0.846,0.059,-0.049
7364176,373.01,,135.1879934,190.93292,0.3674625,0.2787,0.3728,0.906,0.119,-0.08,0.846,0.065,-0.049
3229150,2150.01,,18.5084526,131.54555,0.274833333333333,0.2889,0.3511,0.938,0.282,-0.094,1.028,0.127,-0.14
3229150,2150.02,,44.7055876,149.6448,0.260916666666667,0.2889,0.3511,0.938,0.282,-0.094,1.028,0.127,-0.14
10134152,2056.01,,39.3135699,154.93767,0.208904166666667,0.2916,0.3447,0.925,0.262,-0.087,1.008,0.117,-0.13
10665749,7359.01,,4.237447181,135.17679,0.0158,0.2916,0.3447,0.993,0.298,-0.128,0.958,0.131,-0.105
6614748,6745.01,,383.85362,426.5941,0.406666666666667,0.322,0.2817,1.293,0.572,-0.211,1.336,0.202,-0.294
9288237,3114.01,,7.49133777,135.31257,0.263125,0.3036,0.3098,1.71,0.347,-0.52,1.051,0.202,-0.151
3548645,4991.01,,211.330867,244.953,0.194166666666667,0.2879,0.3541,0.911,0.303,-0.08,1.001,0.095,-0.126
8973285,4782.02,,4.29251656,134.4818,0.17725,0.2889,0.3511,0.973,0.3,-0.1,1.055,0.139,-0.153
5966732,6641.01,,1.400903699,131.84562,0.036791666666667,0.3029,0.3026,0.975,0.289,-0.096,1.033,0.128,-0.142
9047416,5605.01,,9.011888,138.658,0.173625,0.26,0.4133,1.735,0.389,-0.723,1.103,0.128,-0.177
9634821,2037.01,,73.7578875,183.72348,0.112083333333333,0.1324,0.6039,0.93,0.481,-0.144,0.847,0.068,-0.049
9634821,2037.02,,5.47715718,352.84857,0.057704166666667,0.1324,0.6039,0.93,0.481,-0.144,0.847,0.068,-0.049
9634821,2037.03,,8.56267266,355.13518,0.06375,0.1324,0.6039,0.93,0.481,-0.144,0.847,0.068,-0.049
11618601,3022.01,,2.76263737,132.99574,0.075875,0.2622,0.4035,0.901,0.275,-0.086,0.999,0.114,-0.125
11618601,3022.02,,5.05368985,135.11296,0.10475,0.2622,0.4035,0.901,0.275,-0.086,0.999,0.114,-0.125
6041734,2167.02,,6.95787,359.007,0.189041666666667,0.304,0.3085,1.025,0.404,-0.125,0.975,0.143,-0.113
4813793,7708.01,,6.70242786,133.17733,0.050875,0.2665,0.3937,2.224,0.699,-0.466,0.979,0.214,-0.115
1429589,4923.01,,38.168652,144.4713,0.211916666666667,0.3005,0.3198,1.465,0.708,-0.408,1.026,0.236,-0.138
8894646,2641.01,,3.55557922,132.75203,0.135,0.2711,0.3858,1.082,0.297,-0.198,0.926,0.132,-0.088
4173026,2172.01,,10.44087398,137.97113,0.155958333333333,0.2676,0.3928,0.981,0.281,-0.141,0.936,0.114,-0.093
4173026,2172.02,,116.583183,246.6275,0.241666666666667,0.2676,0.3928,0.981,0.281,-0.141,0.936,0.114,-0.093
8758204,2841.01,,159.388788,226.9313,0.351333333333333,0.1914,0.5167,0.874,0.044,-0.076,0.812,0.061,-0.031
9266431,704.01,,18.39629744,185.13946,0.115991666666667,0.1959,0.5086,0.804,0.077,-0.038,0.876,0.037,-0.063
11818607,2467.01,,5.05661302,134.39648,0.163583333333333,0.2868,0.3588,0.939,0.282,-0.094,1.03,0.127,-0.14
10991389,5850.01,,303.226376,344.05409,0.075083333333333,0.2864,0.3561,0.955,0.387,-0.098,0.982,0.132,-0.116
9941136,5737.01,,376.24253,392.8316,0.169333333333333,0.283,0.3629,0.96,0.374,-0.099,0.976,0.126,-0.113
6517064,5289.01,,181.81214,144.6702,0.6735,0.3014,0.3257,0.925,0.375,-0.081,1.008,0.125,-0.129
10002049,7270.01,,19.2532128,144.8407,0.06975,0.2889,0.3511,0.953,0.277,-0.092,1.036,0.13,-0.143
4742188,7703.01,,413.51856,374.3587,0.433125,0.2889,0.3511,0.992,0.311,-0.111,1.012,0.144,-0.131
11355925,5890.01,,263.30198,308.8678,0.092208333333333,0.2729,0.3837,1.132,0.378,-0.223,0.885,0.139,-0.067
10332213,2919.01,,2.522590567,131.64534,0.058583333333333,0.2291,0.4603,0.86,0.222,-0.074,0.977,0.085,-0.113
3849187,4780.01,,6.60180003,137.476,0.109333333333333,0.2291,0.4603,0.86,0.207,-0.069,0.977,0.085,-0.113
7659389,2734.01,,3.8259005,132.20163,0.0752375,0.1828,0.5324,0.885,0.147,-0.079,0.913,0.061,-0.081
9043947,7920.01,,1.04347858,131.8424,0.083833333333333,0.2904,0.3534,2.246,0.409,-0.817,1.281,0.192,-0.265
5709725,555.02,,86.4943704,181.88967,0.311291666666667,0.1959,0.5086,0.898,0.063,-0.095,0.815,0.064,-0.032
9592621,8286.01,,191.03728,153.9107,0.149791666666667,0.224,0.4695,0.901,0.213,-0.091,0.931,0.082,-0.09
6023571,5223.01,,354.21154,218.299,0.77475,0.1249,0.6134,3.035,1.644,-0.711,1.227,0.298,-0.238
8349399,4763.01,,56.446465,170.59,0.307125,0.2889,0.3511,1.117,0.327,-0.201,0.988,0.145,-0.118
6867219,6783.01,,11.8496351,140.3663,0.138291666666667,0.2916,0.3447,0.929,0.278,-0.093,1.014,0.131,-0.131
8548454,5541.01,,339.633833,260.9552,0.369125,0.274,0.381,0.901,0.382,-0.074,0.984,0.116,-0.116
11804437,4878.01,,449.01499,144.707,0.524166666666667,0.2942,0.3382,1.068,0.389,-0.145,0.972,0.143,-0.11
9417931,5671.01,,190.905243,193.3008,0.105375,0.2971,0.3298,1.131,0.444,-0.175,0.976,0.162,-0.112
10917681,1963.01,,12.89623554,136.82697,0.109375,0.2916,0.3447,0.923,0.29,-0.097,1.005,0.126,-0.126
7888863,5440.01,,74.624063,194.3704,0.370041666666667,0.3058,0.3071,0.937,0.291,-0.097,1.011,0.129,-0.129
9363944,5660.01,,402.20969,369.5086,0.22075,0.1758,0.5395,4.649,3.266,-1.476,1.067,0.406,-0.157
8935810,1395.01,,6.230335,181.29566,0.068720833333333,0.224,0.4695,0.865,0.173,-0.074,0.983,0.065,-0.115
10552263,5806.01,,313.82752,166.4928,0.174458333333333,0.2824,0.3639,0.973,0.378,-0.103,0.981,0.129,-0.114
10793172,2871.03,,18.0811429,140.5222,0.185,0.2609,0.4051,0.856,0.37,-0.065,0.95,0.092,-0.098
7287028,7832.01,,3.6092231,132.463,0.116666666666667,0.2916,0.3447,0.929,0.291,-0.097,1.014,0.13,-0.13
4857058,3061.01,,7.32851947,132.12857,0.050458333333333,0.1914,0.5167,0.874,0.048,-0.069,0.812,0.058,-0.029
4857058,3061.02,,77.915425,160.9193,0.34475,0.1914,0.5167,0.874,0.048,-0.069,0.812,0.058,-0.029
9957627,592.01,,39.7529915,175.46244,0.2068375,0.2965,0.3342,1.01,0.308,-0.132,0.96,0.142,-0.103
12417486,622.01,,155.042265,213.49978,0.410333333333333,0.1653,0.5567,3.322,0.532,-0.65,1.3,0.117,-0.273
6220312,4793.01,,5.2736268,135.6461,0.220458333333333,0.2622,0.4035,0.918,0.289,-0.096,1.007,0.113,-0.126
4742420,6120.01,,90.097375,143.8471,0.529041666666667,0.2889,0.3511,1.008,0.331,-0.133,1.025,0.15,-0.135
11650543,7467.01,,7.20558084,138.3055,0.124875,0.2902,0.3487,1.693,0.718,-0.578,1.107,0.295,-0.176
4252322,396.01,,14.591504451,180.851546,0.0470625,0.291,0.3469,1.312,0.355,-0.355,0.993,0.159,-0.119
4915582,5101.01,,436.18813,185.8184,0.472916666666667,0.3026,0.2866,1.497,0.635,-0.414,0.993,0.171,-0.119
3747817,4103.02,,14.2378417,140.4771,0.2025,0.1959,0.5086,0.801,0.072,-0.033,0.861,0.042,-0.053
3756264,3108.01,,7.36272124,136.86143,0.0553625,0.2676,0.3928,0.894,0.231,-0.077,0.987,0.104,-0.116
10272442,734.02,,70.2780911,151.32941,0.10275,0.2916,0.3447,0.91,0.269,-0.084,0.999,0.122,-0.122
6442735,5283.01,,18.7821603,147.8508,0.232208333333333,0.2826,0.3635,0.94,0.386,-0.087,0.991,0.128,-0.118
10191449,5775.01,,492.23808,247.5842,0.522083333333333,0.2518,0.4216,0.854,0.352,-0.067,0.937,0.085,-0.091
8248103,7002.01,,4.83014159,134.64407,0.039875,0.2622,0.4035,0.939,0.254,-0.109,0.943,0.115,-0.094
9119458,525.01,,11.53029332,173.726435,0.076604166666667,0.2676,0.3928,1.152,0.316,-0.258,0.942,0.134,-0.093
3967326,2084.01,,4.19577385,135.17605,0.089820833333333,0.1828,0.5324,1.005,0.328,-0.177,0.878,0.081,-0.061
10749059,3086.01,,174.731515,252.5348,0.344041666666667,0.1914,0.5167,0.897,0.051,-0.089,0.82,0.064,-0.032
11601584,1831.04,,13.97945055,142.33829,0.051354166666667,0.1914,0.5167,0.826,0.061,-0.05,0.844,0.049,-0.044
11601584,1831.03,,34.205785079,148.8050925,0.215379166666667,0.1914,0.5167,0.826,0.061,-0.05,0.844,0.049,-0.044
8630788,1258.03,,148.272013,138.00557,0.174666666666667,0.2622,0.4035,0.884,0.23,-0.077,0.984,0.102,-0.114
6364582,3456.02,,486.12702,426.1722,0.395625,0.2916,0.3451,1.062,0.397,-0.141,0.972,0.148,-0.108
10747501,4891.01,,4.7309013,135.19333,0.120375,0.2889,0.3511,0.911,0.28,-0.093,1.001,0.122,-0.122
6357290,3040.01,,4.8099878,133.00671,0.082083333333333,0.2889,0.3511,0.934,0.252,-0.101,1.021,0.119,-0.132
9267996,3431.01,,19.6001405,138.5631,0.358875,0.2889,0.3511,0.932,0.265,-0.088,1.019,0.118,-0.131
6106046,7762.01,,8.5073512,135.8115,0.094416666666667,0.2889,0.3511,0.955,0.297,-0.099,1.011,0.127,-0.127
5466109,6582.01,,2.43135542,133.92077,0.058375,0.3058,0.3071,0.955,0.291,-0.097,1.025,0.134,-0.134
10011213,7982.01,,376.37989,486.6022,0.582916666666667,0.3058,0.3071,0.955,0.291,-0.097,1.025,0.134,-0.134
5193439,6538.01,,129.847318,240.6812,0.544041666666667,0.302,0.319,1.032,0.334,-0.119,1.035,0.153,-0.139
11854636,7484.01,,37.0200232,131.8379,0.059208333333333,0.2622,0.4035,0.886,0.233,-0.078,0.987,0.094,-0.115
11177543,1648.01,,38.3262237,142.08401,0.128041666666667,0.1914,0.5167,0.903,0.056,-0.088,0.821,0.059,-0.032
11073656,2206.01,,1.834277283,132.85895,0.0729125,0.2622,0.4035,0.958,0.268,-0.115,0.962,0.125,-0.102
7120108,2325.01,,1.025857984,131.655621,0.033620833333333,0.1496,0.5746,0.847,0.044,-0.055,0.828,0.048,-0.035
2019199,4931.01,,579.81521,343.5587,0.22625,0.2736,0.3842,0.969,0.377,-0.106,0.962,0.127,-0.102
6922203,2578.01,,13.33094869,133.78632,0.059416666666667,0.2916,0.3447,1.039,0.302,-0.139,0.976,0.145,-0.109
10935993,3367.01,,25.3736543,151.8667,0.109125,0.3058,0.3071,0.966,0.305,-0.102,0.998,0.147,-0.12
8226050,1910.02,,18.3848331,135.4745,0.147708333333333,0.1451,0.582,0.872,0.042,-0.072,0.815,0.053,-0.028
9044060,5604.01,,476.91977,390.4731,0.21125,0.3041,0.3146,1.725,0.789,-0.575,1.257,0.27,-0.249
1293379,6253.01,,27.556452,132.1916,0.342916666666667,0.2332,0.4522,0.836,0.322,-0.061,0.937,0.078,-0.089
5436013,2471.01,,25.8859397,157.04329,0.1895,0.1914,0.5167,0.899,0.051,-0.083,0.823,0.064,-0.032
8362974,7023.01,,2.71772323,133.9451,0.134166666666667,0.1914,0.5167,0.874,0.044,-0.076,0.812,0.061,-0.026
2716801,3053.02,,9.4767057,134.7294,0.162208333333333,0.2889,0.3511,0.914,0.281,-0.094,1.006,0.123,-0.123
6779260,2678.02,,2.2165905,131.5607,0.041666666666667,0.2327,0.4526,0.831,0.084,-0.045,0.878,0.043,-0.059
10815677,7376.01,,1.284241817,132.65223,0.081875,0.2622,0.4035,0.919,0.26,-0.087,1.014,0.116,-0.127
4761427,5085.01,,327.063,438.3693,0.335833333333333,0.2681,0.3938,0.882,0.331,-0.068,0.98,0.095,-0.11
12458605,4605.01,,7.7859111,137.8734,0.3245,0.2916,0.3447,0.954,0.305,-0.102,0.994,0.143,-0.117
11153121,1647.03,,6.33027476,133.86213,0.152916666666667,0.2817,0.3652,1.07,0.4,-0.153,0.964,0.15,-0.102
10858504,5835.01,,474.96952,281.948,0.190833333333333,0.3055,0.3052,0.962,0.402,-0.092,1.002,0.142,-0.121
10163067,7291.01,,25.9136674,131.8232,0.437416666666667,0.3023,0.3153,2.346,0.421,-0.842,1.279,0.235,-0.259
9968924,5747.01,,411.447056,522.27374,0.145041666666667,0.3121,0.2925,1.672,0.847,-0.495,1.311,0.262,-0.275
7938496,900.01,,13.81020318,172.33533,0.127,0.2868,0.3588,1.142,0.333,-0.222,1.009,0.152,-0.124
9969287,4820.01,,14.7401061,133.5305,0.234875,0.2889,0.3511,0.959,0.266,-0.095,1.045,0.129,-0.142
8379705,2507.01,,11.1296971,138.57573,0.122583333333333,0.2916,0.3447,0.964,0.309,-0.097,1.041,0.14,-0.14
12406807,3091.02,,7.9069765,138.427,0.193083333333333,0.3058,0.3071,0.996,0.319,-0.106,1.053,0.146,-0.146
12406807,3091.01,,17.067644,145.56929,0.251083333333333,0.3058,0.3071,0.996,0.319,-0.106,1.053,0.146,-0.146
3644071,1192.01,,1295.362215,176.10646,1.17904166666667,0.249,0.4256,1.048,0.375,-0.171,0.889,0.12,-0.064
6690171,3320.01,,85.0624157,149.220739,0.195683333333333,0.1828,0.5324,0.875,0.147,-0.079,0.923,0.061,-0.081
